,CleanRide_review,ride_rating,sentiment
49,checking credit card report found uber charged usd without permission bought one-time-ride-pass visiting new-york june getting promotion message company fact ride-pass recurring mentioned least asked approve recurring monthly charge asking company refund mission impossible email address way contact also entering payment method way cancel unless enter new credit card way delete account,1,0
50,wrote review wanted let everyone know happened u new orleans uber nothing went vacation new orleans take cruise arrived day suggestion travel agent make sure nothing went wrong.we new uber ride comfort inn suite new orleans airport port new orleans feb first time using uber suggestion comfort inn suite happy service provided port new orleans mileage drive time minute recorded value .. travel best western plus st charles ave louis armstrong airport feb total mile trip time minute fare charge adjusted uber still first ride difference mile minute took two week get response back uber unprofessional explained detail cost three trip uber last trip charged due driver taking longer route plus driver phone wife driving louisiana law prohibits talking phone driving called `` distracted driving `` driver put u harm way insurance company like hear come distracted driver said call hotel complain also said get hold uber head office plus go social medium negative review plus negative review uber app husband upset handled uber company new orleans point stop returning email even uber app.that expensive mile minute ride first refund proposed uber find joke totally inadequate hoping uber would reconsider substantial refund refunded u far around checking distance airport 've .. since heard uber specially last email asking email head office.so done game posting note social medium let everybody know aware uber ripping customer safety plus also placing website hotel staying at.this could 've prevented communicated u reimbursed u difference guess money important customer base josie gordon,1,0
51,took uber igt sector noida show rent approx uber premier look good reached location without stoppage driver asked pay rupee totally disappointing prepaid taxi outside airport even charging rupee cross checked trip charge shocked see billing showing app asked driver talk uber check refused asked pay charge per uber application write mail uber claim took picture driver 's mobile application screen transaction reference number track amount date location shown trip detail uber app trying download receipt trip 's opening uber lite supporting function trying download uber application 's getting download,1,0
52,husband thought let everybody know experience new orleans uber never take uber went vacation new orleans take cruise arrived day suggestion travel agent make sure nothing went wrong new uber ride comfort inn suite new orleans airport port new orleans feb first time using uber suggestion comfort inn suite happy service provided port new orleans mileage drive time minute recorded value ..,1,0
53,montreal last week raining wanted quick ride destination booked uber amount displayed included surge n't mind running late wanted get destination time unfortunately event taking place location cop blocked road due heavy traffic road blocked took min get destination opposed min surprise end ride driver told waiting time added n't aware uber n't tell amount right away n't visibility cab see meter make quick decision either taking ride stopping right away,1,0
54,launched app quoted mile ride home expected 've paid generally dozen time got picked later billed triple quote uber say confirmed change would ever could taken limo le dispute denied shut pay fired uber never use,1,0
55,placed order uber eats food never showed charged anyways called tell customer service rep ignored food never showed ca n't eat lunch gave last money eat today completely unfair food never show still got charged want dollar back,1,0
56,customer service absolutely terrible recently locked due background check middle fair mind recently relocated different state different driver 's license old state driver 's license still active account due longer valid license supplied new one background check failed wait day resolution,1,0
57,thursday // lost wallet significant amount cash important identity card atm tried call uber customer helplines uber allows connect driver driver picked ride leaf knowing next rider might taken wallet ca n't anything,1,0
58,driver take longer route charge money n't give money back worse taxi experience company driver turn way around charged distance long n't want give money back,1,0
59,ordered uber around midnight said going take minute waited left club min spare saw car pull got told taxi n't n't even asked name said n't taking get drove away looked phone came driver cancelled original ride going cost â£ tried book another uber price upped â£- go home late night tube walk end n't feel comfortable,1,0
60,pm took uber driver `` salaheddin `` much larger man could easily removed car claimed drinking car middle day spilled seat demanded uber refund money showed picture cup liquid car seat cover liquid probably even car,1,0
61,uber 's customer service department absolute garbage needed help changing password someone hacked account wanted information like social security going provide call unless pay premium membership went chat support representative came chat left immediately without resolving simple request giving instruction change da*n password lyfe business forward,1,0
62,uber 's customer service department absolute garbage needed help changing password someone hacked account wanted information like social security going provide call unless pay premium membership went chat support representative came chat left immediately without resolving simple request giving instruction change ** password lyft business forward,1,0
63,good driver gone maybe lyft driver nearly hourlate rely text answer phone left elderly mom tried contact uber safety got recording,1,0
64,charged dollar ride dollar also put hell get contact support team nothing credit account told given uber credit overdrafted account upset issue resolved happen week ago bad customer support,1,0
65,usually n't use uber went away one take uber gift card enough money way instead using balance gift card charging rest regular card bother charge gift card refuse give refund customer service absolute worst absolutely number call email company ridiculous would find another company use,1,0
66,driven lyft quite time star driver rating say clarify 's trying sign drive uber quite unsuccessfully better part year two separate account even time account passing background check necessary requirement held time claim submitting profile picture n't visible submitted photo photo photo photo currently used accepted lyft hyre possible photo anything exactly requested,1,0
67,well done fast way treatement respectful smart love hope like easy smart comfortable pricless always improve many way,5,1
68,'ve using uber good year going airport event place want go n't want hassle finding parking walking acre parking lot 've arrived love convenience picked dropped right front door 've nice experience meeting kind positive uber driver 've around long time glad service like sometimes afraid go 'm concerned 'll get lost uber longer worry go one thing ... ** want sign coupon code jodirue get first ride **,5,1
69,fraudulent trip bank acct called uber support available thru app n't data went website first time ever email already use used forgot password option time sent link reset password used digit code required complete password change code email ca n't sign ca n't try get money back fraud bank still investigate advised call uber case investigation claim provided result worst company ever,1,0
70,take pride driving quitting today drive time may pick lawyer wink prostitute kid need diaper change random person n't bath car cleaned time day carry spray guest car say need deodorizer 's rude driving green light turn yellow one stop middle street reason passenger n't car uber never asks driver passenger report quitting never give one passenger ride anywhere car uber cheat driver daily hire asian customer service rep guy work san bernardino green light huge ** wear sweater basketball short drive hour dispatch punishes driver fare six hour 's sued unfair practice,1,0
71,first experience go well 'm waikiki needed ride hotel restaurant scheduled luncheon app worked well driver arrive minute pick-up time adjustment minute passed minute elapsed late luncheon text received driver cancelled ride new uber request sent driver dispatched `` minute `` uber minute however driver telephoned indicate lost arrive soon stayed touch phone discussing location location update provide car finally arrived way luncheon arriving minute late return hotel restaurant went well,3,0
72,booked uber ride driver immediately accepted trip app showed driver close starting point could find anywhere within second received notification saying trip arrive destination soon still waiting starting point waiting driver arrive wrote driving asking reply could see moving towards destination,1,0
73,apparently must easy way driver uber miami florida area make quick buck without working hit one two three seven bogus charge within span week game apparently work like request ride driver accepts ride request driver get near pickup spot cancel request charge card cancellation hoping never notice charge go his/her next victim area,1,0
74,temp medical condition prevents driving still errand taxi area unreliable n't take card thought 'd try uber downloaded app entered info asked scheduled car waited past due time got cancellation notice fund gave credit card tried re-schedule issue time notice gave address number mine close know car came way contact anyone phone online help resolve issue never,1,0
75,two driver chicago left come pick area went wrong street time waited minute charge u time uber great concept horrible driver last time ever use uber,1,0
76,long standing rider uber better worse experience recently shocked rode mom mom opened bottle club soda basically water gas spilled bit apologized cleaned water step car rain bring water ... charged cleaning fee sent picture called âmessâ along picture bottle question still insisted charging fee cleaning water ... thought water cleaning agent something cleaned,1,0
77,since visited new york city laguardia airport wanted cab get destination brooklyn yellow cab driver refused take truly forgotten racist yellow cab driver nyc thank goodness uber downloaded app got ride used uber entire stay nyc hell yellow cab uber greatest,5,1
78,senior citizen tried sign uber went website create account supplied name email address cell phone password afterward realized used correct email address thus began vicious cycle tried change email address said phone provided already use kept asking send screenshot phone idea entail could find phone customer service agent nowhere go complete transaction ended going gogograndparent lyft would prefer uber,1,0
79,convenient/useful/good important n't car drive price suprisingly affordable definitely never call take taxi ever lol everytime used uber usually show within minute submitting order watch driver live time map uber app know far,5,1
80,called ride woman jumped car drove despite showing called charged ride complained fare refunded also charged flat fee refuse refund would charged driver 's error ignored email course never use uber 'll stick cab lyft,1,0
81,transported uber time va. sometimes time sometimes one bad experience rude driver n't seem want take 'm sure va paid good money transport real unfriendly,3,0
82,asked several time tech support team `` would go print receipt uber ... ... uber want charge join service fee ridiculous cheap thumb uber zero rating,1,0
83,late night hour uber driver accepting trip drop midway deserted parking threatened trip booked online payment wanted cash follow ups uber response appalling asking driver contact detail registering police complaint denying account privacy issue sharing car 's name plate information sharing every conversation complaint company uber concerned protecting interest driver partner keen safeguarding safety customer,1,0
84,used uber first time ordered taxi received message saying taxi way cancel happened twice space minute around dark road waiting received another message saying taxi way would minute good twenty minute later still n't arrived rang driver said way another ten minute rang say arrived explained hang make matter worse uber messaged say taken £ card cancelled ride walk three mile home get response uber stay away scamming b stards,1,0
85,requested uber usually trip went good soon reached destination friend opened door help bag always look back see forget anything n't friend n't see anything wrong seat well next day received email stating charging cleaning fee dollar nothing wrong backseat tried contacting uber support worthless nobody answer via text n't customer service number horrible experience n't trust company anymore longer using uber service lack professionalism accountability lousy driver,1,0
86,usually good experience uber one driver charged u cleaning fee vehicle already mess begin sure uber n't anything protect consumer kind charge n't bring anything u food accident vehicle,3,0
87,husband got back walk home never picked uber driver ignored call shortly canceled ride got charged first time happened u since moving orlando putting two two together orlando area uber driver discovered people put ride ride show close never pick either cancel cancel either way get charged crazy used uber year unexceptionable waste money company n't regulate employee pick people record ignoring call guess 's time try new company like lyft change need happen orlando one concern,1,0
88,used absolutely love uber took daily trip swear year uber lyft 's price skyrocket even riding pool gone tremendously 's crazy people decided pay co worker weekly carpool rather get uber people going go back train bus order save money get work either go ahead get car 'll end paying car payment anyway riding daily company,2,0
89,uber driver parked van door open waiting customer come son asked driver call girl running around trying stab friend driver refused call girl guy hoody came son guy stabbed son neck ran uber driver still sitting occurred son ground holding neck blood rushing asked driver please call uber driver refused,1,0
90,feedback booking fee recently uber started charge so-called booking fee claiming support one sudden safety initiative getting safety initiative another trick charge customer would love see list uber initiate currently passenger also transparency fee added estimated cost trip customer order rather sneaky way adding fact frustrating reputable company like uber make customer feel like fool,1,0
91,uber steal little driver make put money fat pocket n't even come close making minimum wage uber busy stealing driver reducing pairing control earnings steal waste time money gas 'll drive around looking trip would actually driving passenger complain uber retaliates uber made numerous change driver earnings collect profit including pool count multiple passenger towards quest instead count one trip make le minimum wage n't even worth carpooling work driver going strike reason uber steal waiting two hour passenger nothing 's even worth carpooling work,1,0
92,uber nothing headache since started working take hour drive take money away saying picked wrong person specific household business please tell likelihood picking someone house go one hour away business picking wrong person ... oh say make damn sense yeah 're right smfh uber take time whatsoever sort investigation even email find anything driver send email saying took money wasted time nonsense deal customer broke handle car huge run around handling longer driving unprofessional company taking legal action,1,0
93,friend referred open uber account received c promotional discount took uber pearson airport dufferin steele area may upfront price c final price c took screenshots wrote uber attached two screenshot picture advised uber c booking fee c airport surcharge uber replied follow `` estimated amount toll surcharge included upfront price taking trip trip actual route included road toll surcharge accounted predicted route upfront price adjusted ``,1,0
94,could rate experience lower would first last trip uber credit card charged trip destination return trip contacted uber would refund overcharge certainly way run business way treat customer terrible experience next time call cab attached photo receipt,1,0
95,moved back huntsville alabama may left feb moved florida dallas texas tried `` uber `` florida texas pretty well returned alabama uploaded new driving requirement document held one particular document point inspection went certified mechanic paid inspection camry passed flying color `` uber `` denied shocked,1,0
96,scheduled ride tampa airport driver never showed notice tried book ride web site could n't would n't supply ride ended book regular taxi wo n't count uber,1,0
97,use uber miss bus work sometimes last two time say reasonable price usually dollar booking ride confirming flash new price dollar asks want pay dollar get pay ride instead dollar price happened time 'm sorry 'm gon na pay buck pay another ride home 's ridiculous,3,0
98,overall marvellous travelling facility uptodate vehicle decent partner really helping lot people daily basis saving headache wandering street taxi bargaining illiterate driver thumb,4,1
99,trust use company uber care driver rider say st rd party company use deny may past minor traffic minor offense concern felon major offensive issue felt thing get driver 's license back year still rd party company send uber red flag deny incoming new party meaning new application new driver reported many different local news agent state also care driver via youtube review uber company,1,0
100,ordered reorder food pay food 's delivered ... delivery guy make real attempt reach ring bell uber customer service bad one talk,1,0
101,wife daughter spent couple day belfast decided use uber st day hotel etap primark journey roughly mile cheek charge â£ someone taking advantage woman break took minute walk back hotel n't even want leave star ca n't give zero behaviour disgusting,1,0
102,called uber went wrong location uber making u pay trip uber driver canceled never responded call got another driver ... crazy done,3,0
103,used happy uber got ** driver decided scam taking massive detour extra buck even though aware time flight leaving car baby girl car seat trapped traffic jammed highway asking please stay route needed catch plane giving one ** story another keep driving massive detour mean ride usually even heavy traffic take hour max scheme took hour,1,0
104,cab provided uber india extremely dirty horrible stench settled mostly come driver mat literally matted cake dirt seat cover almost always stained top driver really unprofessional refuse come pickup point n't feel like executing ride driver end calling rider asks cancel ride hence lowering rating rider extremely bad experience uber multiple time dropped middle road driver n't internet connection check map driver racist well sexist many occasion passed rude vulgar remark,1,0
105,'s absolutely horrible experience felt systematic loot corporate whose tariff controlled government authority neither care law charge goregaon west cst railway approx /- inr got within km charged /- penalty government protecting right controlling unethical business practice uber disgusting,1,0
106,charged several time wait time fee fraudulent charge charge uber refunded another one refund get stop charging fraudulently service received,1,0
107,continuously reminding charged driver yet got refund yet customer executive assigned matter 's four day received mail regarding 's really difficult contact uber direct call center customer complaint write uber help support dont get response know writing also sort issue 's ridiculous,2,0
108,quoted .-mile ride took min charged saturday night pm charge base fare time distance normal fare nd person waiting time booking fee tip .. universe crook criminal,1,0
109,ordered meal mother 's day finally get update security would let driver texted `` `` stated job 've explained time place entered asked would address mile away driver cancelled order refused refund contacted door dash restaurant saved day use uber eats,1,0
110,month ago purchased loaded uber gift card uber app refused accept gift card demanding additional credit debit card ... hi-jacking holding money spent entered app official gift card month later entered debit card issued metabank iowa refused accept nearly hour trying access account data wo n't accept password hour trying reset password receiving numerous reset code uber still wo n't allow access account 're personal data collection phone number debit credit card email address social medium account 's paying collect personal data sneaky way personal data collection robbery time,1,0
111,people going strike since uber reduced pay driver lyft tad better uber/lyft driver let tell hope company go away let rider go back taxi day never show show rude disrespectful unclean car let 's see company appreciate driver pay fairly hard work ending place 's hour drive hour home one trip get pay nothing pay little driver considering gas expensive recently continue rising may maintenance every month car depreciation high mileage day bother go strike driver please get road 's many driver left driver road ton rider,2,0
112,rate astronomical cancellation rate high customer service support unhelpful member hard understand supervisor available time waiting hold beyond substandard issue take hour resolved n't resolved money essentially stolen passenger driver any/all interaction company frustrating negative,1,0
113,use uber service least time month charged additional stop take contacted help website le helpful received response âthe driver 's additional stop justifiedâ turn charged additional amount asked time refund money added account future trip would taking never received response matter fact help desk kept pinging without response first time happened 's first time money refunded 's address every time uber add trip,1,0
114,uber event show let start saying love uber uber event n't work guest unable use ride offered also way contacting uber get answer searched online luck support n't hard,1,0
115,uber put account hour hold added new info account uber yet paid money feel like trying hold give uber care driver uber always feel customer right truth uber need get together something serious,1,0
116,uber driver .st uber took money trip get took surge u uber eats driver extra money would let u earn used finished bonus weekend uber would give another bonus weekend trip remaining get remainder money would thing everytime get close hitting bonus either sit nerve put ice word give ping also uber tell long 's going take get restaurant customer house reason 's time could swore uber wrong distance .i used love uber see n't give driver really ed ubers part,1,0
117,apresenta certos problemas em relação ao selecionar o motoristas pela índole porém e uma empresa muito boa,5,1
118,uber worst company ever dealt ever constantly try nickel dime sneaky fee incompetent driver worst business n't allowed charge whatever want dispute nothing tell `` hey lot dispute `` well hello maybe 's guy suck deleted account never use,1,0
119,mother ride th may uber app left mobile cab continuously trying connect driver satendra n't responded call immediately switched phone ... immediately reported incidence uber response personally feel like uber trained cheat happen customer everytime automated response coming one bother understand pain senior citizen female traveller moreover wrote email uber ceo found least bother customer issue wo n't anyone suggest opt uber henceforth reliable,1,0
120,serious problem two half month uber put restriction instant pay first claimed customer informed never delivered food true even know customer filed appeal uber called back follow appeal told reason restriction changed account information many time asked would issue business type right change many time want star rating employed uber year never problem always represented dignified respectable way,1,0
121,good try book ride airport app say something invalid payment method american express bad trying resolve issue still resolve better get taxi cap,1,0
122,wife recently started driving uber teenager surgery figure worth pocket expense wife started working uber week referred since get non-stop promotion every single week last month recently started getting `` objective `` bonus based many customer take week get extra bonus,1,0
123,drove cab year think 're community great service understand payment 're people never drove cab service alike n't understand people need go back work something else leave type business 're trying ruin decent service community want strike probably one destroyed cab business keep 're ca n't make everybody happy 's life,4,1
124,uber driver going area needing lot ride offering promotion paying call inform make rule initial one cheated twice n't provide way legitimately complain putting people phone barely understand care driver,1,0
125,n't use uber need ride use lyft uber left stuck middle nowhere put account ca n't even use locked account reason ca n't even get money back try email get response never use crap anymore uber suck,1,0
126,comparing uber lyft price ride choose uber although price slightly higher preference min ride complete received email adjusted fair upfront price contacted uber gave kind excuse refund upcharge claiming route change etc driver human missed one turn took next one probably change total mile fault indeed anyone 's common occurrence,1,0
127,last night took uber go sna san clemente fare estimate included taking route required toll however actual ride take toll road second time charged toll used addition cent wait charge cent issue wait time involved waited car arrive pick location traffic non-existent way sc uber arbitrarily charge thing first ride toll charge sent email uber calling getting answer next impossible anyone else similar experience jo,3,0
128,today evening around pm going east coast rd intercontinental chennai mahabalipuram resort chennai epa pacific city apartment km took uber pathetic experience worst thing driver damn rude ill mannered fare maximum somewhere unusual fare trip paid r +toll tax driver telling owe r showing last trip intercontinental resort airport n't took could n't understand falsely accused outstanding balance fare much km quoted rupee fare already paid,1,0
129,drove uber two year customer service never understand problem uber never take responsibility rider damage car recently rider ripped plastic door uber representative said normal used issue car eight month old door perfect 'm upset drive lyft customer support better,1,0
130,uber charged total dollar driver could find uber pick lot ft lauderdale airport one driver made speak english.two others went departure lane complained got back several people told problem uber,1,0
131,worked uber driver past month putting minimum hour day realized money one make paying gas maintenance depreciation wear tear nothing per hour dishwasher restaurant one could make far claim partner true take fee contribute expense,2,0
132,changed phone number back december n't try change phone number uber app recently able change app ca n't update payment information reached customer service asked bunch question like sending screenshot phone number name account last ride taken etc,1,0
